adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/krN2V7leYVBp6dOLzP11sM44eNb.jpg,"[35, 12, 28]",1019939,en,Hundreds of Beavers,"In the 19th century, a drunken applejack salesman must go from zero to hero and become North America's greatest fur trapper by defeating hundreds of beavers.",18.934,/ukK4LoKHROrzB6zvdKq0nGl5RTA.jpg,2024-01-26,Hundreds of Beavers,False,7.5,88
False,,[99],1359200,en,America Unfiltered: Portraits and Voices of a Nation,"Two immigrant filmmakers journey across the US, exploring American identity through raw encounters on politics, race, immigration, and gun control. The film offers an unflinching portrait of America, unveiling hope for our common humanity.",18.918,/zRm2TKUzovdkkoz0LtkwLfKop73.jpg,2024-11-20,America Unfiltered: Portraits and Voices of a Nation,False,0.0,0
False,/ocAQeeWi4e2Fzc21tbriLQQ2iia.jpg,"[18, 35, 10749]",1268691,ko,자기만의 방,"The 17-year-old girl, Woodam, is overjoyed to have her own room for the first time. However, her older brother, Woojoo, brings home the pregnant Gyeongbin, who happens to be Woodam’s classmate. Faced with the threat of losing her room to Gyeongbin and her unborn baby, Woodam begins to devise a grand plan.",18.845,/1SNDISOZdi7AYmsTiGN1yoOXYUY.jpg,2024-11-20,Home Sweet Home,False,0.0,0
False,/jQHjvKOc3FG3ShoKTJfp1tXoKnQ.jpg,"[28, 12, 14]",381902,zh,西遊記之孫悟空三打白骨精,"Taking place 500 years after the Havoc in Heaven, the Tang Priest is appointed by Buddha to go to the West to fetch the sacred scriptures, only to accidentally free the Monkey King. With Lady White aiming to break up the team assembled to defeat her, the Monkey King must fight in order to save his world!",18.812,/iOApsyuFG05NaDCNHnicrln1ztM.jpg,2016-01-22,The Monkey King 2,False,6.0,93
False,/dcGf6amsVeJ2oT75GhpeqavCWO8.jpg,"[36, 18, 10752]",944194,en,The Great Escaper,"In the summer of 2014, a World War II veteran sneaks out of his care home to attend the 70th anniversary commemoration of the D-Day landings in Normandy.",18.802,/50rOFWgFUsCw3zfwSKXcdglh3Ji.jpg,2023-10-06,The Great Escaper,False,6.753,81
False,/e2N1mrF4VgcBalre5Y6iHJ8ljR6.jpg,[99],1364638,en,Doc of Chucky,"The story of the cult horror empire through interviews with cast, crew, and horror icons such as Don Mancini, Brad Dourif, Jennifer Tilly, Catherine Hicks, Chris Sarandon, John Waters, Fiona Dourif, Perrey Reeves, Gerrit Graham, David Kirschner, and dozens more.",18.632,/nHxPI4uFUODhg6OBaEvaKgjveG6.jpg,2024-11-01,Doc of Chucky,False,0.0,0
False,/zNUr47uEO6eWCe0FNMiDVFFbpdw.jpg,"[53, 27, 18]",11167,en,Peeping Tom,"Loner Mark Lewis works at a film studio during the day and, at night, takes racy photographs of women. Also he's making a documentary on fear, which involves recording the reactions of victims as he murders them. He befriends Helen, the daughter of the family living in the apartment below his, and he tells her vaguely about the movie he is making.",18.621,/kM4AfLIlbcuRZ621vYjyeBFkuba.jpg,1960-05-16,Peeping Tom,False,7.433,788
False,/lCLU5qZIbqduKQ3jMGWEeTrAiOV.jpg,"[9648, 80, 18]",1053348,en,The Buckingham Murders,"Fresh wounds are reopened when Jasmeet Bhamra, a cop and a single mother who recently lost her child in a shooting spree, transfers to High Wycombe and is assigned a case of a missing child.",18.619,/lPUmaQgDgybVmqYKpiZpmOCims3.jpg,2024-09-13,The Buckingham Murders,False,5.278,9
False,/8b1oWeOQLSwQH6TK3T0b1oNl3Al.jpg,"[16, 18, 10751, 36]",676727,en,The Inventor,"The insatiably curious and headstrong inventor Leonardo da Vinci leaves Italy to join the French court, where he can experiment freely, inventing flying contraptions, incredible machines, and study the human body. There, joined in his adventure by the audacious princess Marguerite, Leonardo will uncover the answer to the ultimate question – ""What is the meaning of it all?""",18.613,/7Rpo5S3GjORu3yjah0o9eLcllSj.jpg,2023-09-15,The Inventor,False,6.3,17
False,/sjMoTp3JOyhEuQrjagCjNQj3JdG.jpg,"[80, 53, 9648]",912480,fr,Les chambres rouges,"The high-profile case of serial killer Ludovic Chevalier has just gone to trial, and Kelly-Anne is obsessed. When reality blurs with her morbid fantasies, she goes down a dark path to seek the final piece of the case’s puzzle.",18.607,/wyVtWLItC0tHFSM1UqLL45hf7Rk.jpg,2023-08-11,Red Rooms,False,7.0,160
False,/aYcnDyLMnpKce1FOYUpZrXtgUye.jpg,"[80, 18, 53]",274,en,The Silence of the Lambs,"Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",18.581,/uS9m8OBk1A8eM9I042bx8XXpqAq.jpg,1991-02-14,The Silence of the Lambs,False,8.3,16246
False,/oZMpjEvO19ILidHNmRn1QTkXgpQ.jpg,"[16, 14, 35, 18, 10751]",1030588,ja,化け猫あんずちゃん,"Precocious tween Karin finds herself abandoned by her father in rural Japan. Living in a temple with her grandfather, she meets Anzu, a giant ""ghost cat"" and notorious layabout tasked with looking after her. Distrustful of her new guardian, Karin sabotages Anzu's odd jobs for the townsfolk and befriends the eccentric local forest spirits. In an effort to win Karin over, Anzu accidentally makes a deal with the devil, and all Hell breaks loose.",18.575,/g7QIJabY49KNP9osUAWH3xMsqSI.jpg,2024-07-19,Ghost Cat Anzu,False,7.1,4
False,/i3e7uwZOXks3PMvTOf4yQXbNxkI.jpg,"[28, 53]",1081012,en,Aftermath,"A returning war veteran, stricken with PTSD, gets trapped with his teenage sister on Boston's Tobin Memorial Bridge when a heavily armed group of ex-military revolutionaries take everyone hostage.",18.53,/gEHIVyJB9VWLF3cuJOpYjJjegd1.jpg,2024-09-27,Aftermath,False,6.0,13
False,/uv8sdEj1L7a0fdQYdIQtgwOCPj6.jpg,"[53, 878]",1209423,es,Justicia Artificial,"In the near future, the Government aims to replace judges with Artificial Intelligence software, pledging to effectively automate and depoliticize the justice system. Carmen Costa, a distinguished judge, has been invited to assess this new procedure. However, when the software’s creator is found dead, she realizes her life is in danger and that she will have to fight the powerful interests that are at play in the highest echelons of the State.",18.487,/ugrnklRSk0FUznshXlXO56O5NyZ.jpg,2024-09-12,Artificial Justice,False,5.5,6
False,/pMch6XzxH3kuqkHvq0KWRHad0in.jpg,"[53, 18]",1300331,fr,Le Choix,"Joseph Cross looks like his job. Solid like concrete. Married, two children, his existence is perfectly organized. Yet this night, alone behind the wheel, he must make a decision that could ruin his life.",18.484,/ggLy4XupEafNwWgEyT769YeRdEp.jpg,2024-11-20,Le Choix,False,0.0,0
False,/8C2Txm33TMDOCz3ApszzewjL8ko.jpg,"[35, 18]",1154312,fr,Le Panache,"Colin, 14, enters a new school and he's freaking out: how do you get by when, like him, you're a stutterer? His meeting with Mr. Devarseau, a charismatic French teacher, will push him to face his fears and break out of his isolation. Now Colin has a group of friends and a project: to go on stage to play Cyrano in front of the whole school.",18.469,/vcW9sszjdEdvyeLzb6TTVUz080P.jpg,2024-11-20,Le Panache,False,0.0,0
False,/k7bPM2CFFpJfGgSmY1B9EG9xmnI.jpg,"[99, 18]",1069193,ar,بنات ألفة,"Between light and darkness stands Olfa, a Tunisian woman and the mother of four daughters. One day, her two older daughters disappear. To fill in their absence, the filmmaker Kaouther Ben Hania invites professional actresses and invents a unique cinema experience that will lift the veil on Olfa and her daughters' life stories. An intimate journey of hope, rebellion, violence, transmission and sisterhood that will question the very foundations of our societies.",18.441,/iSpJ6fg1OOSO30IUkZskZDufVzN.jpg,2023-07-05,Four Daughters,False,7.4,79
False,/m5G2iMzzxDygPHkzNRAV20DggsZ.jpg,"[18, 10749, 35]",1274047,en,Albany Road,"On her way to the most important meeting of her career, severe weather forces a New York executive to share a rental car with her former nemesis, her ex-fiancé's mother, only to discover that the mother is hiding a major secret.",18.432,/3kPiE2X1neiHDcAXEzCKK3fQJD6.jpg,2024-11-15,Albany Road,False,0.0,0
False,/eof0RPgtYgBiDYw7W6Uq25svx6M.jpg,"[10749, 10770]",1375357,en,Holiday in Happy Hollow,Real estate developer Gracie's new project hits a snag when she discovers the Christmas tree farm she bought had raffled deeds to locals. She teams up with historian Jack to persuade deed owners to relinquish their sentimental plots.,18.422,/pAobesdN0VUD3Fes9FCAaHTtT5S.jpg,2024-11-17,Holiday in Happy Hollow,False,0.0,0
False,/k6kukzReLh81lCwRGq5e2khxKR5.jpg,"[35, 18]",1005972,sv,Hypnosen,"André and Vera are a young entrepreneurial couple. They get the opportunity to pitch their female health app at a prestigious competition. Before going there, Vera tries hypnotherapy to quit smoking. From this point, her attitude changes and André starts to behave unexpectedly.",18.376,/fgR8ZnValrIEiGdeGwK1h7TjTRJ.jpg,2024-03-08,The Hypnosis,False,6.5,14
False,/cAkEJx2rbmbJVhxDIjpjwUZUZXa.jpg,"[10749, 35, 14, 27]",988402,fr,Vampire humaniste cherche suicidaire consentant,"Sasha is a young vampire with a serious problem: she's too sensitive to kill. When her exasperated parents cut off her blood supply, Sasha's life is in jeopardy. Luckily, she meets Paul, a lonely teenager with suicidal tendencies who is willing to give his life to save hers. But their friendly agreement soon becomes a nocturnal quest to fulfill Paul's last wishes before day breaks.",18.364,/m5OItLBY5T38ew1YI4VSIXjl5G2.jpg,2023-10-13,Humanist Vampire Seeking Consenting Suicidal Person,False,7.516,158
False,,"[18, 10749]",1374679,ru,Deaf Lovers,"A young woman and a young man meet in Istanbul. They both lack the money to live in the foreign city and they are both deaf. They connect, spend time together and do what young people always do – party carelessly and seek intimacy. They feel they are in love. But all is not quite as it seems. She’s from Ukraine, he’s from Russia, and there’s a war going on somewhere back home.",18.354,/vi6X7mvYxT3LGDlTQbLHGY1M0wW.jpg,2024-11-17,Deaf Lovers,False,0.0,0
False,/9eu0pF3WIBbi7mVbA34fXcEMCHr.jpg,[],1306372,en,Carefully Taught,"Carefully Taught is a thought-provoking and at times comedic documentary revealing the intricate web between US policies, Asian stereotypes and media representation. Experts and artists deconstruct the Western development of Asian identity and share stories highlighting its impact on individual lives. A timely countermeasure for rising Sinophobia in the West, this film confronts the surge in anti-Asian hate crimes and issues a powerful call for societal and individual reconstruction.",18.333,/5Ga5UZ2WX6QYwWdyKuzVhAfbFEn.jpg,2024-11-17,Carefully Taught,False,0.0,0
False,/ygKo4iwJXkA00yYPrjmM88g5bKa.jpg,"[16, 10751, 14]",717196,fi,Niko ja Myrskyporojen arvoitus,"Niko the reindeer joins his father in Santa's Flying Forces, but when Santa's sleigh is stolen by an acquaintance, Niko must find it in time for Christmas.",18.331,/55KEwlAraIcmYM4WmaZz0CeweiD.jpg,2024-10-07,Niko: Beyond the Northern Lights,False,0.0,0
False,/wB8Ml2G5WIC12rVoaTDnd9Imglg.jpg,[18],1280941,it,Il ragazzo dai pantaloni rosa,"On November 20, 2012, Andrea Spezzacatena, a boy who had just turned 15, took his own life. It was the first case in Italy of bullying and cyberbullying that led to the suicide of a minor. This movie is based on his story.",18.265,/3VeelVwaq576BcJ9rYKqhN1Plq2.jpg,2024-10-10,The Boy With Pink Pants,False,7.396,24
False,/ay6t6BoSCfEmUSHOTHW69WFmabn.jpg,[10402],1384334,en,Bilal: Live at Glasshaus,"Bilal: Live at Glasshaus is a tribute to Bilal’s extraordinary vocal and musical range, as well as his status as one of the most unsung innovators in contemporary music. This film places Bilal in his enviable context as ‘your favorite artist’s favorite artist,’ with a narrative shaped by the voices of Questlove, Common and Glasper, who have witnessed his genius first hand for over two decades.",18.25,/lTL0fQwnagPU5rGiVdEYcNjh4kn.jpg,2024-11-20,Bilal: Live at Glasshaus,False,0.0,0
False,/mJsHrypmx9dkEOqNpzQI3eqF5SD.jpg,"[53, 18, 9648]",1084066,en,Tatami,"Iranian female judokas Leila and her coach Maryam, travel to the Judo World Championship, intent on bringing home Iran’s first gold medal. Midway through the Judo World Championships, they receive an ultimatum from the Islamic Republic ordering Leila to fake an injury and lose, or she will be branded a traitor of the state. With her own and her family’s freedom at stake, Leila is faced with an impossible choice: comply with the Iranian regime as her coach Maryam implores her to do, or fight on, for the gold.",18.248,/7LuCNa4sqHyZCT4QLvGl73tjhpL.jpg,2024-03-08,Tatami,False,7.8,94
False,/of5m7KZgkJJQbqlCP08AFVJTPyr.jpg,"[10770, 10749]",1359243,en,Unwrapping Christmas: Mia's Prince,"Mia, an accountant at All Wrapped Up, is stunned when local celebrity Beau Cavannagh, who looks just like her favorite romance novel hero, enters her life. Despite her doubts, Beau, an heir to a wealthy family, proves his feelings for her are real, even as his family disapproves. Mia soon finds herself swept up in a fairytale romance that's straight out of her dreams.",18.129,/fgiG0Q9IQKP6oGkHL9mDlVLlIUB.jpg,2024-11-14,Unwrapping Christmas: Mia's Prince,False,0.0,0
False,/jsIxoKIuH6lLt4Y3NW7Tf1BwcIO.jpg,"[16, 18, 10749]",15080,ja,おもひでぽろぽろ,"In lyrical switches between the present and the past, Taeko contemplates the arc of her life, and wonders if she has been true to the dreams of her childhood self.",18.064,/tOSnFE9e82iH3ZAzSTtuOkBsabJ.jpg,1991-07-20,Only Yesterday,False,7.4,1086
False,/x4uIkekuPSBFyearXb1mdGpjl5J.jpg,[18],1229831,sv,XXL,"Siblings Enzo and Magda have drifted apart, and in an attempt to reconnect, Magda invites her brother on a trip to Helsinki. Over a weekend, the sibling duo encounters a series of eccentric characters and confronts situations that necessitate conversations about life, art and existence. Memories blend with the present, and dreams and reality merge for the two travelers adrift in the atmospheric city of Helsinki.",18.051,/lDU1TI5baS0yoyrk1dHZQXPrJyB.jpg,2024-11-01,XXL,False,0.0,0
False,/12GAm3EiHUUeCB5mk3NphURUh1R.jpg,"[18, 36]",801112,it,Rapito,"The story of Edgardo Mortara, a young Jewish boy living in Bologna, Italy, who in 1858, after being secretly baptized, was forcibly taken from his family to be raised as a Christian. His parents’ struggle to free their son became part of a larger political battle that pitted the papacy against forces of democracy and Italian unification.",18.049,/p0tanDacNHQhXPdu583UG3KS7fM.jpg,2023-05-25,Kidnapped,False,7.4,306
False,/2b7N693CxL16hrcasoHgxivQ7e1.jpg,"[18, 36, 10749]",921452,fr,Jeanne du Barry,"The life of Jeanne Bécu, who was born as the illegitimate daughter of an impoverished seamstress in 1743 and went on to rise through the Court of Louis XV to become his last official mistress.",18.035,/rSTtGXebezwZ6GVTeZVaeJ9ZQF1.jpg,2023-05-16,Jeanne du Barry,False,7.0,522
False,/5B0koej1juwlTdGUSsfScT2cXZU.jpg,"[28, 18, 53]",1129608,ta,த கிரேட்டஸ்ட் ஆஃப் ஆல் டைம்,"A once decorated member of the Special Anti-Terrorism Squad (SATS) is called back into action by his former colleagues for an important mission, setting him on a dangerous collision course with his own past.",17.906,/r5FjbUg5Ei9I1q48ENbo6XoFFZy.jpg,2024-09-05,The Greatest of All Time,False,4.9,12
